,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.575,0,0_0,4.432901151478291,4.046435508877039,4.232155047357082,0.20566687891259788,0.29275749400258066,0.32441999828442936,0.4023602707311511,0.14308477845042944,0.5611233944073319,COMPLETED,Sobol,16.956172,0.5783144026039936,0.010039804884914141
3,0.591,1,1_0,1.363710880279541,4.380575414747,2.89565471932292,0.29060060568153856,0.45552809322252874,0.9543961703777313,0.2974974298849702,0.11196720506995916,0.7020497396588326,COMPLETED,Sobol,32.207204,0.5926596588543025,0.01004746631721607
15,0.541,2,2_0,1.6034111306071281,2.1849893219769,1.8351006135344505,0.10396696534007788,0.33878342201933265,0.7218028265982867,0.6422028159722686,0.8621823452413082,0.07023756578564644,COMPLETED,Sobol,22.013815,0.5468149683302191,0.010044323897429751
27,0.609,3,3_0,4.585626240819693,4.777795292437077,2.4659795239567757,0.82285744426772,0.8338134374469519,0.8358680464327335,0.8394467188045382,0.031168289482593536,0.052080520428717136,COMPLETED,Sobol,85.632091,0.6092581121251486,0.010048961226121794
39,0.65,4,4_0,3.4369676746428013,1.5259806625545025,3.7849775850772858,0.13286083983257413,0.6411976437084377,0.6727270341478289,0.2610327061265707,0.33191708382219076,0.4269892405718565,COMPLETED,Sobol,61.041782,0.6481336788741073,0.00908896179224245
45,0.609,5,5_0,3.659058805555105,3.783458534628153,4.9705322571098804,0.3190551108680666,0.772303566057235,0.8916989671997726,0.6664528772234917,0.5816439427435398,0.8088028598576784,COMPLETED,Sobol,70.809481,0.6092468900913383,0.0100304368837555
46,0.604,6,6_0,3.7428778521716595,2.7422090098261833,3.282875470817089,0.34111345112323765,0.4264180108904839,0.8549073341302573,0.4311474906280637,0.7218370670452714,0.2043790826573968,COMPLETED,Sobol,31.05505,0.6050387220336875,0.01002991196628039
47,0.627,7,7_0,3.473757792264223,4.938346788287163,4.472320627421141,0.506090402789414,0.5291586643084883,0.6251994571648538,0.5236818445846438,0.4719893280416727,0.586192068643868,COMPLETED,Sobol,35.4165,0.6251459972646328,0.010026716889415675
48,0.634,8,8_0,3.9235102236270905,3.493726223707199,1.3884370736777782,0.1543425738811493,0.8720112479291856,0.9924612341448664,0.895283198915422,0.9723036512732506,0.27353634126484394,COMPLETED,Sobol,84.084204,0.6319713612863797,0.010045926855610633
49,0.652,9,9_0,2.4642724841833115,2.0954835824668407,3.853169050067663,0.7723441428504885,0.920066158939153,0.9610784138552845,0.9553622519597411,0.6390545796602964,0.5419710874557495,COMPLETED,Sobol,58.196165,0.6472486619999211,0.007877984517718222
1,0.644,10,10_0,2.8675208502243184,1.946417467355242,3.796331123594929,0.6454874155779832,0.8982320280943548,0.8982320280943548,0.796879513371113,0.5436020993995265,0.5170084674632243,COMPLETED,GPEI,81.890525,0.6451275301808413,0.009080450655144644
