,index,rm_comp,order,rm_scl,$	ilde{x}_1$,$	ilde{x}_2$,$	ilde{x}_3$,$s_1$,$s_2$,$s_3$,$p_1$,$p_2$,$p_3$,seed,raw_mean,best_sem,best_pred
0,0,True,True,False,4.99999996567535,1.2891814757841857,4.999999877759318,0.35748720629495245,0.8936019014165076,0.9513621838223669,0.31865271764400693,0.6754171966346865,0.005930085721306599,10,0.73,1.1836102579843113e-05,0.72282691085356
1,1,True,True,False,4.708839319939392,1.0,3.3916602722231244,0.5641846824810508,0.6764837216917793,0.9498218762259352,0.6436895335375956,0.23896248041585674,0.11734798604654761,11,0.738,2.757406226542322e-05,0.7463030992276113
2,2,True,True,False,4.999999999999998,1.0,3.590172710963336,0.10000000000000003,0.6551764064595788,0.8918477275654503,0.6493228457822103,0.35067715421778967,0.0,12,0.758,2.577020573785882e-05,0.7554198275676852
3,3,True,True,False,4.999999999999952,1.0000000000002665,3.7700858014777774,0.45125628493933256,0.6770281943472365,0.8025679243238686,0.7070955183758557,0.2929044816240067,1.376676550535194e-13,13,0.738,1.0906588060079819e-05,0.7525470925745759
4,4,True,True,False,5.0,1.0,2.405410738099187,0.10000000000000009,0.8591481532068904,0.8591481532068906,0.4818659089533776,0.25706348908855126,0.2610706019580711,14,0.726,2.166785648962104e-05,0.755806607691674
5,5,True,True,False,4.419755566565514,1.0615290357418987,3.3911915171720097,0.4848811037041868,0.6994435052446787,1.0,0.3315547025039835,0.23821596029200523,0.43022933720401124,15,0.731,2.160021458362977e-05,0.7305040096829907
6,6,True,True,False,1.0000000517530863,4.999999994502293,2.796385687038189,0.5412614305376934,0.5412614474194076,0.5423342442801958,0.19240720400933137,0.6888972975651501,0.11869549842551863,16,0.741,1.3339538165319224e-05,0.7505343678100278
7,7,True,True,False,1.000000000000185,4.695256795726834,1.9085770861289262,0.6415946929906367,0.6881073338582165,0.8478292978789714,0.2346431013008016,0.7653568986982251,9.733325256888747e-13,17,0.74,2.3501846714734016e-05,0.7466739468781766
8,8,True,True,False,5.0,1.0000000000000009,4.74109908594321,0.36305402073252135,0.780590105324123,0.9999999999999998,0.6548555570488409,0.3451444429511591,0.0,18,0.752,3.78681889097283e-05,0.7608251469077991
9,9,True,True,False,4.539776476304011,1.0,4.3280908820440995,0.2840596230815869,0.8902394337613437,0.9346808345748382,0.6351164641373801,0.3179877607478532,0.046895775114766725,19,0.728,1.0551793570696534e-05,0.759423304559033
